"California Department of Education, Title II Leadership Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2014-15 Private School Affidavit Data - Schools with Enrollment of Six or More Students (August 12, 2015)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affidavit ID,County,CDS Code,School ,Street,City,State,Zip,Mailing Street,Mailing City,Mailing State,Mailing Zip,Telephone,Email ,Email2,Public District,Site Administrator Salutation,Site Administrator First Name,Site Administrator Last Name,Site Administrator Title,Site Administrator Email,School Type,School Accommodations,Low Grade,High Grade,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Elementary Enrollmnet,Ungraded Secondary Enrollment,Total Enrollment,Diploma Offered,Graduates 2014,Full Time Teachers,Part Time Teachers,Administrative Staff,Other Staff,Offers Special Education Services,Tax Exempt 501,Tax Exempt 23701,Tax Exempt 214,Tax Exempt,Religious Classification,Religious Denomination,Director/Principal Officer Salutation,Director/Principal Officer First Name,Director/Principal Officer Last Name,Director/Principal Officer Title,Director/Principal Officer Email,Custodian of Records Salutation,Custodian of Records First Name,Custodian of Records Last Name,Custodian of Records Email
157496,Alameda,01612916972574,Assumption,1851 136th Avenue,San Leandro,CA,94578,,,,,510-357-8772,jpetersen@csdo.org,jgarcia@csdo.org,San Leandro Unified,Mr.,Joseph,Petersen,Principal,jpetersen@csdo.org,Coeducational,Day Only,K,8,27,25,27,32,33,32,31,32,30,0,0,0,0,0,0,269,No,0,13,4,1,0,No,Yes,No,No,Yes,Religious,Roman Catholic,Sr.,Barbara,Bray,Superintendent,bbray@csdo.org,Ms.,Alana,Seto,aseto@csdo.org
159647,Alameda,01612597071632,Aurora School,40 Dulwich Road,Oakland,CA,94618,,,,,510-428-2606,darlene@auroraschool.org,,Oakland Unified,Mrs.,Darlene,Richard,Administrator,darlene@auroraschool.org,Coeducational,Day Only,K,5,11,21,20,19,20,20,0,0,0,0,0,0,0,0,0,111,No,0,6,7,6,9,No,Yes,No,No,Yes,Non-religious,,Ms.,Abbie,Koss,Executive Director,abbie@auroraschool.org,Mrs.,Darlene,Richard,darlene@auroraschool.org
149926,Alameda,01611766142459,Averroes High School,43174 Osgood Road,Fremont,CA,94539,,,,,510-580-4566,yasmine@averroesinstitute.com,yasmine@averroesinstitute.com,Fremont Unified,Mrs.,Reem,Bilbeisi,Director,reem@averroesinstitute.com,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,14,10,11,10,0,0,45,Yes,0,4,10,2,0,No,Yes,Yes,No,Yes,Religious,Islamic,Mrs.,Reem,Bilbeisi,Principal,reem@averroesinstitute.com,Ms.,Yasmine,Shah,yasmine@averroesinstitute.com
150290,Alameda,01612590117002,Bayhill High School,521 Boden Way,Oakland,CA,94610,,,,,510-268-1500,lobell@bayhillhs.org,,Oakland Unified,Ms.,Shelley,Lobell,Executive Director,lobell@bayhillhs.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,14,11,17,20,0,0,62,Yes,0,8,1,3,10,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Shelley,Lobell,Executive Director,lobell@bayhillhs.org,Ms.,Laurie,Ferriera,ferriera@bayhillhs.org
156947,Alameda,01611926975999,Bayside Seventh-day Adventist Christian,26400 Gading Road,Hayward,CA,94544,,,,,510-785-1313,deborah.joplin@nccsda.com,,Hayward Unified,Mrs.,Deborah,Joplin,Principal,deborah.joplin@nccsda.com,Coeducational,Day Only,1,8,0,2,2,5,5,1,2,5,6,0,0,0,0,0,0,28,No,0,2,0,0,2,No,Yes,No,No,Yes,Religious,Seventh-day Adventist,Mrs.,Coreen,Hicks,Superintendent,superintendent@nccsda.com,Mr.,Bill,Keresoma,superintendent@nccsda.com
166980,Alameda,01612596134100,Baywood Learning Centers,"484 Lake Park Avenue, Suite 663",Oakland,CA,94610,,,,,510-394-2312,info@baywoodlearningcenter.org,,Oakland Unified,Ms.,Grace,Neufeld,Executive Director,grace@baywoodlearningcenter.org,Coeducational,Day Only,K,12,5,5,0,0,0,0,0,0,0,0,0,0,0,15,15,40,Yes,0,0,10,4,4,No,Yes,No,No,Yes,Non-religious,,Ms.,Grace,Neufeld,Headmaster,info@baywoodlearningcenter.org,Ms.,Grace,Neufeld,info@baywoodlearningcenter.org
155974,Alameda,01612596967475,Bentley,1 Hiller Drive,Oakland,CA,94618,,,,,510-843-2512,afhogan@bentleyschool.net,vwassenar@bentleyschool.net,Oakland Unified,Ms.,Arlene,Hogan,Head of School,afhogan@bentleyschool.net,Coeducational,Day Only,K,8,36,40,36,37,41,38,50,38,41,0,0,0,0,0,0,357,No,0,38,14,4,21,No,Yes,No,No,Yes,Non-religious,,Dr.,Laura,Konigsberg,Other,lkonigsberg@bentleyschool.net,Ms.,Gina,Raible,graible@bentleyschool.net
164401,Alameda,01611436142236,Berkeley Rose School,2138 Cedar Street,Berkeley,CA,94709,,,,,510-859-7679,info@berkeleywaldorf.org,,Berkeley Unified,Ms.,Leah,Redwood,Administrator,leah@berkeleyrose.org,Coeducational,Day Only,K,4,23,12,8,0,4,0,0,0,0,0,0,0,0,0,0,47,No,0,7,8,2,1,No,Yes,No,No,Yes,Non-religious,,Ms.,Audrey,Lee,Other,alee@berkeleyrose.org,Ms.,Audrey,Lee,alee@berkeleyrose.org
164126,Alameda,01611436972723,Berkwood Hedge,1809 Bancroft Way,Berkeley,CA,94703,,,,,510-883-6990,debbie@berkwood.org,,Berkeley Unified,Ms.,Debbie,Lloyd,Administrator,debbie@berkwood.org,Coeducational,Day Only,K,5,17,20,13,16,15,18,0,0,0,0,0,0,0,0,0,99,No,0,5,18,4,0,No,Yes,No,No,Yes,Non-religious,,Ms.,Love,Weinstock,Head of School,love@berkwood.org,Ms.,Debbie,Lloyd,debbie@berkwood.org
149462,Alameda,01612596932784,Bishop O'Dowd High School,9500 Stearns Avenue,Oakland,CA,94605,,,,,510-577-9100,pshay@bishopodowd.org,,Oakland Unified,Dr.,Stephen,Phelps,President,sphelps@bishopodowd.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,302,308,279,297,0,0,1186,No,244,81,1,20,44,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Mrs.,Pamela,Shay,Principal,pshay@bishopodowd.org,Mrs.,Kathy,Soller,ksoller@bishopodowd.org
152581,Alameda,01611436989784,Black Pine Circle School,2027 Seventh Street,Berkeley,CA,94710,,,,,510-845-0876,jcarlstroem@blackpinecircle.org,bshea@blackpinecircle.org,Berkeley Unified,Mr.,John,Carlstroem,Head of School,jcarlstroem@blackpinecircle.org,Coeducational,Day Only,K,8,20,19,21,18,16,24,63,58,51,0,0,0,0,0,0,290,No,0,36,9.5,8.5,2,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,John,Carlstroem,Head of School,jcarlstroem@blackpinecircle.org,Mr.,Bill,Shea,bshea@blackpinecircle.org
151407,Alameda,01611196143754,California Crosspoint High School,1501 Harbor Bay Parkway,Alameda,CA,94502,,,,,510-995-5333,info@cchsrams.org,,Alameda Unified,Mr.,Robin,Hom,Superintendent,RobinHom@cchsrams.org,Coeducational,Day Only,9,12,0,0,0,0,0,0,0,0,0,50,41,63,48,0,0,202,Yes,55,22,4,8,6,No,Yes,Yes,Yes,Yes,Religious,Other,Mrs.,Gloria,Ong,Principal,GloriaOng@cchsrams.org,Mrs.,Christine,Hom,ChristineHom@cchsrams.org
166140,Alameda,01613096972624,Calvary Lutheran Elementary,17200 Via Magdalena,San Lorenzo,CA,94580,,,,,510-278-2598,mluehrs@calvaryslz.org,schoolsecretary@calvaryslz.org,San Lorenzo Unified,Dr.,Michael,Chivalette,Superintendent,drc@calvaryslz.org,Coeducational,Day Only,K,8,16,13,11,8,14,5,2,13,11,0,0,0,0,0,0,93,No,0,5,3,2,1,No,Yes,No,No,Yes,Religious,Lutheran,Mrs.,Marjorie,Luehrs,Principal,mluehrs@calvaryslz.org,Mrs.,Nancy,Schibler,schoolsecretary@calvaryslz.org
163542,Alameda,01612346150106,Casa De Esperanza Christian School,8164 Del Monte Avenue,Newark,CA,94560,,,,,510-574-0357,tikiwest@gmail.com,jcawest@gmail.com,Newark Unified,Mrs.,Kristine,West,Director,tikiwest@gmail.com,Coeducational,Day Only,1,12,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Religious,Not affiliated with any denomination,Mr.,J.C.Andrew,West,Principal,jcawest@gmail.com,Mrs.,Kristine,West,tikiwest@gmail.com
160249,Alameda,01612007047467,Celebration Academy,1135 Bluebell Drive,Livermore,CA,94551,,,,,925-455-4250,celebrationacademyrecords1@gmail.com,,Livermore Valley Joint Unified,Mr.,Larry,Ihrig,Principal,skuchta@celebrationcc.org,Coeducational,Day Only,1,12,0,4,6,7,3,9,4,4,9,2,8,4,1,0,0,61,Yes,6,38,0,1,2,No,No,No,No,No,Religious,Not affiliated with any denomination,Mrs.,Cindi,Mackanic,Director,,Mrs.,Kim,Nixon,
164600,Alameda,01612347091234,Challenger - Newark,39600 Cedar Boulevard,Newark,CA,94560,,,,,510-770-1771,lhuang@challengerschool.com,,Newark Unified,Mrs.,Avni,Shah,Director,ashah@challengerschool.com,Coeducational,Day Only,K,K,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,No,0,2,2,1,4,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,,Mrs.,Avni,Shah,
164619,Alameda,01612347055411,Challenger–Ardenwood,35487 Dumbarton Court,Newark,CA,94560,,,,,510-739-0300,lhuang@challengerschool.com,,Newark Unified,Mrs.,Daisy,Salazar,Headmaster,dsalazar@challengerschool.com,Coeducational,Day Only,K,8,113,124,104,108,93,85,63,52,44,0,0,0,0,0,0,786,No,0,39,0,3,46,No,Yes,Yes,Yes,Yes,Non-religious,,Mr.,David,Mounteer,Executive Director,,Mrs.,Daisy,Salazar,
150472,Alameda,01611196204697,Chinese Christian Schools–Alameda,1801 North Loop Road,Alameda,CA,94502,,,,,510-522-0200,ccsalameda@ccs-rams.org,,Alameda Unified,Mrs.,Diana,Camburn,Administrator,DianaCamburn@ccs-rams.org,Coeducational,Day Only,K,8,22,18,12,15,21,23,15,20,14,0,0,0,0,0,0,160,No,0,15,0,2,10,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Edward,Yue,Principal,EdwardYue@ccs-rams.org,Mrs.,Cindy,Loh,CindyLoh@ccs-rams.org
150429,Alameda,01613096932800,Chinese Christian Schools–San Leandro,750 Fargo Avenue,San Leandro,CA,94579,,,,,510-351-4957,edwardyue@ccs-rams.org,finleylee@ccs-rams.org,San Lorenzo Unified,Mrs.,Grace,Leung,Administrator,GraceLeung@ccs-rams.org,Coeducational,Day Only,K,8,39,38,32,23,29,31,25,9,21,0,0,0,0,0,0,247,No,0,22,4,2,12,No,Yes,No,No,Yes,Religious,Not affiliated with any denomination,Mr.,Edward,Yue,Principal,EdwardYue@ccs-rams.org,Mrs.,Cindy,Loh,CindyLoh@ccs-rams.org
165979,Alameda,01612596140735,Cornerstone Christian Academy,3535 38th Avenue,Oakland,CA,94619,,,,,510-530-9166,cca3535@aol.com,,Oakland Unified,Ms.,Tammy,Bratcher,Administrator,cca3535@aol.com,Coeducational,Day Only,K,8,6,3,0,1,2,0,0,0,0,0,0,0,0,0,0,12,No,0,4,0,1,0,No,Yes,No,No,Yes,Religious,Baptist,Rev.,Lester,Cannon,Executive Director,net95@aol.com,Ms.,Tammy,Bratcher,cca3535@aol.com
151700,Alameda,01612756972632,Corpus Christi Elementary,One Estates Drive,Piedmont,CA,94611,,,,,510-530-4056,kmurphy@csdo.org,jgarcia@csdo.org,Piedmont City Unified,Ms.,Kathleen,Murphy,Principal,kmurphy@csdo.org,Coeducational,Day Only,K,8,31,29,30,31,31,27,31,27,33,0,0,0,0,0,0,270,No,0,13,4,2,16,Yes,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Sr.,Barbara,Bray,Superintendent,bbray@csdo.org,Ms.,Divina,Mayfield,dmayfield@csdo.org
161354,Alameda,01611196147607,Da Vinci Center for Gifted Children,472 Taylor Avenue,Alameda,CA,94501,,,,,510-219-9410,ourgiftedchildren@yahoo.com,,Alameda Unified,Ms.,Catherine,Cook,President,ourgiftedchildren@yahoo.com,Coeducational,Day Only,K,12,0,4,1,0,1,2,2,0,0,0,0,0,0,0,0,10,No,0,2,2,1,1,Yes,No,No,No,No,Non-religious,,Ms.,Catherine,Cook,Administrator,ccook68@att.net,Ms.,Catherine,Cook,ccook68@att.net
162881,Alameda,01612596149835,DeeColonize Academy,8032 MacArthur Boulevard,Oakland,CA,94605,,,,,510-200-3283,deecolonizeacademy@yahoo.com,,Oakland Unified,Ms.,Lisa,Gray-Gracia,Administrator,poormag@gmail.com,Coeducational,Day Only,K,9,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,7,No,0,4,0,3,0,Yes,No,No,No,No,Religious,Not affiliated with any denomination,Ms.,Davina,Hinkle,Administrator,deecolonizeacademy@yahoo.com,Ms.,Anita,DeAsis-Miralle,maowunyo@gmail.com
165606,Alameda,01612596145726,Doulos Academy,152 Taurus Avenue,Oakland,CA,94611,,,,,510-601-5222,dstse_jung@yahoo.com,,Oakland Unified,Mrs.,Sharon,Jung,Director,dstse_jung@yahoo.com,Coeducational,Day Only,2,12,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,6,No,0,1,0,1,0,No,No,No,No,No,Religious,Baptist,Mr.,Derek,Jung,Principal,dstse_jung@yahoo.com,Mrs.,Sharon,Jung,dstse_jung@yahoo.com
166547,Alameda,01612597095292,Dr. Herbert Guice Christian Academy,6925 International Boulevard,Oakland,CA,94621,,,,,510-729-0330,aangeloguiceacademy@gmail.com,dwilsonguiceacademy@gmail.com,Oakland Unified,Ms.,Adria,Angelo,Director,aangeloguiceacademy@gmail.com,Coeducational,Day Only,K,5,12,9,4,1,7,0,0,0,0,0,0,0,0,0,0,33,No,0,3,1,1,5,No,Yes,No,No,Yes,Religious,Baptist,Ms.,Adria,Angelo,Director,aangeloguiceacademy@gmail.com,Ms.,Della,Wilson,dwilsonguiceacademy@gmail.com
163634,Alameda,01611436900757,Ecole Bilingue De Berkeley,1009 Heinz Avenue,Berkeley,CA,94710,,,,,510-549-3867,contact@eb.org,rrountree@eb.org,Berkeley Unified,Mr.,Frédéric,CANADAS,Head of School,fcanadas@eb.org,Coeducational,Day Only,K,8,68,63,55,54,51,48,45,35,41,0,0,0,0,0,0,460,No,0,38,5,8,34,No,Yes,No,No,Yes,Non-religious,,Mr.,John,PALMER,President,johnmtpalmer@gamil.com,Mr.,Thierry,DURANDARD,tdurandard@eb.org
158701,Alameda,01612596138184,Escuela Bilingüe Internacional,410 Alcatraz Avenue,Oakland,CA,94609,410 Alcatraz Avenue,Oakland,CA,94609,510-653-3324,jfulk@ebinternacional.org,,Oakland Unified,Mr.,Jon,Fulk,Head of School,jfulk@ebinternacional.org,Coeducational,Day Only,K,8,49,44,38,37,29,29,25,6,5,0,0,0,0,0,0,262,No,0,26,12,8,9,No,Yes,No,No,Yes,Non-religious,,Mr.,Jon,Fulk,Head of School,,Ms.,Ana,Hoover,ahoover@ebinternacional.org
152924,Alameda,01612596909832,Fred Finch–Oakland Hills Academy,3800 Coolidge Avenue,Oakland,CA,94602,,,,,510-482-2244,marsmith@fredfinch.org,,Oakland Unified,Mrs.,Mar,Smith,Administrator,marsmith@fredfinch.org,Coeducational,Day Only,6,12,0,0,0,0,0,0,0,1,2,1,1,4,3,0,0,12,Yes,2,2,0,2,5,Yes,Yes,No,No,Yes,Non-religious,,Ms.,Tracey,Tashiro,Principal,traceytashiro@fredfinch.org,Mrs.,Khatera,Karimi,khaterakarimi@fredfinch.org
156535,Alameda,01611766909840,Fremont Christian School,4760 Thornton Avenue,Fremont,CA,94536,,,,,510-744-2233,tmeyer@fremontchristian.com,smiller@fremontchristian.com,Fremont Unified,Dr.,Tricia,Meyer,Head of School,tmeyer@fremontchristian.com,Coeducational,Day Only,K,12,57,44,32,37,28,32,47,48,42,46,58,60,53,0,0,584,Yes,64,48,3,10,9,No,Yes,No,No,Yes,Religious,Assembly of God,Rev.,Terry,Inman,President,,Mrs.,Sherry,Miller,smiller@fremontchristian.com
163654,Alameda,01611766139778,Genius Kids Inc,4966 Paseo Padre Parkway,Fremont,CA,94555,,,,,510-713-2431,info@geniuskidsonline.com,,Fremont Unified,Ms.,Shana,Dhillon,Other,shana.geniuskids@gmail.com,Coeducational,Day Only,K,5,22,20,10,10,10,10,0,0,0,0,0,0,0,0,0,82,No,0,2,4,2,2,No,No,No,No,No,Non-religious,,Ms.,Rennu,Dhillon,President,rennud@gmail.com,Ms.,Shana,Dhillon,shana.geniuskids@gmail.com
164867,Alameda,01611436148506,German Int'l School of Silicon Valley,1581 Le Roy Avenue,Berkeley,CA,94708,,,,,510-558-0436,office@gissv.org,,Berkeley Unified,Ms.,Janine,Hoettler,Head of School,jhoettler@gissv.org,Coeducational,Day Only,K,7,10,11,7,3,9,13,6,9,0,0,0,0,0,0,0,68,No,0,11,2,1,4,No,Yes,No,No,Yes,Non-religious,,Mr.,Martin,Fugmann,Principal,,Ms.,Michelle,Bonau,
166811,Alameda,01611436139273,Global Montessori International School,2830 9th Street,Berkeley,CA,94710,,,,,510-845-6969,office@gmis-berkeley.com,,Berkeley Unified,Ms.,Mengjinn,Chen,Administrator,office@gmis-berkeley.com,Coeducational,Day Only,K,K,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,No,0,7,1,1,4,No,No,No,No,No,Non-religious,,Ms.,Vivi,Teng,Executive Director,office@gmis-berkeley.com,Ms.,Vivi,Teng,office@gmis-berkeley.com
152763,Alameda,01612597071970,Grand Lake Montessori,466 Chetwood Street,Oakland,CA,94610,,,,,510-836-4313,nancy@grandlakemontessori.com,,Oakland Unified,Ms.,Helen,Campbell,Head of School,helen@grandlakemontessori.com,Coeducational,Day Only,K,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,No,0,29,0,3,3,No,Yes,Yes,No,Yes,Non-religious,,Mr.,Fred,Giari,President,,Ms.,Nancy,Haskins,nancy@grandlakemontessori.com
168375,Alameda,01751017082761,Hacienda School,3800 Stoneridge Drive,Pleasanton,CA,94588,,,,,925-485-5750,jcamara@headsup.org,,Pleasanton Unified,Mrs.,Jo Anne,Camara,Director,jcamara@headsup.org,Coeducational,Day Only,1,8,0,12,10,14,8,10,0,3,2,0,0,0,0,0,0,59,No,0,7,6,2,0,No,No,No,No,No,Non-religious,,Mrs.,Jo Anne,Camara,Director,jcamara@headsup.org,Mrs.,Jo Anne,Camara,jcamara@headsup.org
165953,Alameda,01612596932925,Head-Royce School,4315 Lincoln Avenue,Oakland,CA,94602,,,,,510-531-1300,dmalone@headroyce.org,,Oakland Unified,Mr.,Dennis,Malone,Administrator,dmalone@headroyce.org,Coeducational,Day Only,K,12,38,41,46,42,40,42,89,85,93,90,94,91,85,0,0,876,No,87,87,22,12,32,No,Yes,No,Yes,Yes,Non-religious,,Mr.,Robert,Lake,Head of School,rlake@headroyce.org,Mr.,Robert,Lake,rlake@headroyce.org
164406,Alameda,01612596932941,Holy Names High School,4660 Harbord Drive,Oakland,CA,94618,,,,,510-450-1110,registrar@hnhsoakland.org,jcasella@hnhsoakland.org,Oakland Unified,Dr.,Harry,Purpur,Principal,hpurpur@hnhsoakland.org,Girls Only,Day Only,9,12,0,0,0,0,0,0,0,0,0,29,33,29,39,0,0,130,Yes,39,10,9,4,11,No,Yes,No,No,Yes,Religious,Roman Catholic,Dr.,Harry,Purpur,Principal,hpurpur@hnhsoakland.org,Ms.,Linda,Brownell,lbrownell@hnhsoakland.org
156532,Alameda,01611766972731,Holy Spirit Elementary,3930 Parish Avenue,Fremont,CA,94536,,,,,510-793-3553,holyspiritschool@csdo.org,jgarcia@csdo.org,Fremont Unified,Mr.,Kenneth,Boegel,Principal,kboegel@csdo.org,Coeducational,Day Only,K,8,36,30,36,32,33,26,28,33,33,0,0,0,0,0,0,287,No,0,13,2,1,7,No,Yes,Yes,Yes,Yes,Religious,Roman Catholic,Sr.,Barbara,Bray,Superintendent,bbray@csdo.org,Mr.,Kenneth,Boegel,kboegel@sdo.org
